Ano;TipoCrimeN1;TipoCrimeN2;TipoCrimeN3;EscalaoEtario;NumeroIntervenientes
1993;(CP) Contra vida em sociedade;Perigo comum;Poluição;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Poluição;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Poluição;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Poluição;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Corrupção substâncias alimentares/medicinais;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Corrupção substâncias alimentares/medicinais;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Corrupção substâncias alimentares/medicinais;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Corrupção substâncias alimentares/medicinais;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Perigo relativo a animais;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Perigo relativo a animais;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Perigo relativo a animais;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Perigo relativo a animais;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Detenção/tráfico armas proibidas;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Detenção/tráfico armas proibidas;Menos de 16 anos;10
1993;(CP) Contra vida em sociedade;Perigo comum;Detenção/tráfico armas proibidas;16 a 24 anos;165
1993;(CP) Contra vida em sociedade;Perigo comum;Detenção/tráfico armas proibidas;25 e mais anos;668
1993;(CP) Contra vida em sociedade;Perigo comum;Outros de perigo comum;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Outros de perigo comum;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Outros de perigo comum;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Perigo comum;Outros de perigo comum;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Pirataria aérea/segurança aviação civil;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Pirataria aérea/segurança aviação civil;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Pirataria aérea/segurança aviação civil;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Pirataria aérea/segurança aviação civil;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Cond. taxa álcool => 1,2g/l;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Cond. taxa álcool => 1,2g/l;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Cond. taxa álcool => 1,2g/l;16 a 24 anos;295
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Cond. taxa álcool => 1,2g/l;25 e mais anos;2132
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Condução perigosa veículo rodoviário;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Condução perigosa veículo rodoviário;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Condução perigosa veículo rodoviário;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Condução perigosa veículo rodoviário;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Outros contra segurança comunicações;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Outros contra segurança comunicações;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Outros contra segurança comunicações;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a seg. das comunicações;Outros contra segurança comunicações;25 e mais anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Embriaguez e intoxicação;Até 24 anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Embriaguez e intoxicação;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Embriaguez e intoxicação;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Embriaguez e intoxicação;25 e mais anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Utilização menor na mendicidade;Até 24 anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Utilização menor na mendicidade;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Utilização menor na mendicidade;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;De antisociabilidade perigosa;Utilização menor na mendicidade;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Terrorismo e associações terroristas;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Terrorismo e associações terroristas;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Terrorismo e associações terroristas;16 a 24 anos;3
1993;(CP) Contra vida em sociedade;Contra a paz pública;Terrorismo e associações terroristas;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Motim, instigação, apologia pública crime;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Motim, instigação, apologia pública crime;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Motim, instigação, apologia pública crime;16 a 24 anos;6
1993;(CP) Contra vida em sociedade;Contra a paz pública;Motim, instigação, apologia pública crime;25 e mais anos;14
1993;(CP) Contra vida em sociedade;Contra a paz pública;Associação criminosa;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Associação criminosa;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Associação criminosa;16 a 24 anos;6
1993;(CP) Contra vida em sociedade;Contra a paz pública;Associação criminosa;25 e mais anos;15
1993;(CP) Contra vida em sociedade;Contra a paz pública;Outros contra a paz pública;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Outros contra a paz pública;Menos de 16 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Outros contra a paz pública;16 a 24 anos;..
1993;(CP) Contra vida em sociedade;Contra a paz pública;Outros contra a paz pública;25 e mais anos;..
1993;(CP) Contra vida em sociedade;Outros contra a vida sociedade;Outros contra vida sociedade;Até 24 anos;..
1993;(CP) Contra vida em sociedade;Outros contra a vida sociedade;Outros contra vida sociedade;Menos de 16 anos;141
1993;(CP) Contra vida em sociedade;Outros contra a vida sociedade;Outros contra vida sociedade;16 a 24 anos;2544
1993;(CP) Contra vida em sociedade;Outros contra a vida sociedade;Outros contra vida sociedade;25 e mais anos;6831
1993;(CP) Contra o Estado;Contra a soberania nacional;Contra a soberania nacional;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a soberania nacional;Contra a soberania nacional;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a soberania nacional;Contra a soberania nacional;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a soberania nacional;Contra a soberania nacional;25 e mais anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Tráfico de influências;Até 24 anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Tráfico de influências;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Tráfico de influências;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Tráfico de influências;25 e mais anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Outros contra realização Estado Direito;Até 24 anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Outros contra realização Estado Direito;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Outros contra realização Estado Direito;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra real. Estado de Direito;Outros contra realização Estado Direito;25 e mais anos;..
1993;(CP) Contra o Estado;Eleitorais;Eleitorais;Até 24 anos;..
1993;(CP) Contra o Estado;Eleitorais;Eleitorais;Menos de 16 anos;..
1993;(CP) Contra o Estado;Eleitorais;Eleitorais;16 a 24 anos;10
1993;(CP) Contra o Estado;Eleitorais;Eleitorais;25 e mais anos;26
1993;(CP) Contra o Estado;Contra a autoridade pública;Resistência/coação s/funcionário;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Resistência/coação s/funcionário;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Resistência/coação s/funcionário;16 a 24 anos;106
1993;(CP) Contra o Estado;Contra a autoridade pública;Resistência/coação s/funcionário;25 e mais anos;438
1993;(CP) Contra o Estado;Contra a autoridade pública;Desobediência;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Desobediência;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Desobediência;16 a 24 anos;155
1993;(CP) Contra o Estado;Contra a autoridade pública;Desobediência;25 e mais anos;568
1993;(CP) Contra o Estado;Contra a autoridade pública;Tirada, evasão, motim presos;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Tirada, evasão, motim presos;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Tirada, evasão, motim presos;16 a 24 anos;9
1993;(CP) Contra o Estado;Contra a autoridade pública;Tirada, evasão, motim presos;25 e mais anos;13
1993;(CP) Contra o Estado;Contra a autoridade pública;Viol. de providências públicas;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Viol. de providências públicas;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Viol. de providências públicas;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Viol. de providências públicas;25 e mais anos;9
1993;(CP) Contra o Estado;Contra a autoridade pública;Usurpação de funções;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Usurpação de funções;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Usurpação de funções;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Usurpação de funções;25 e mais anos;8
1993;(CP) Contra o Estado;Contra a autoridade pública;Outros contra autoridade públ.;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Outros contra autoridade públ.;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Outros contra autoridade públ.;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a autoridade pública;Outros contra autoridade públ.;25 e mais anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Falsidade depoimento/outro;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Falsidade depoimento/outro;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Falsidade depoimento/outro;16 a 24 anos;3
1993;(CP) Contra o Estado;Contra a realização da justiça;Falsidade depoimento/outro;25 e mais anos;32
1993;(CP) Contra o Estado;Contra a realização da justiça;Branqueamento de vantagens proveniência ilícita;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Branqueamento de vantagens proveniência ilícita;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Branqueamento de vantagens proveniência ilícita;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Branqueamento de vantagens proveniência ilícita;25 e mais anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Detenção/prisão ilegal;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Detenção/prisão ilegal;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Detenção/prisão ilegal;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Detenção/prisão ilegal;25 e mais anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Violação de segredo de justiça;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Violação de segredo de justiça;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Violação de segredo de justiça;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Violação de segredo de justiça;25 e mais anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Outros contra realização justiça;Até 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Outros contra realização justiça;Menos de 16 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Outros contra realização justiça;16 a 24 anos;..
1993;(CP) Contra o Estado;Contra a realização da justiça;Outros contra realização justiça;25 e mais anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Corrupção;Até 24 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Corrupção;Menos de 16 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Corrupção;16 a 24 anos;3
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Corrupção;25 e mais anos;31
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Peculato;Até 24 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Peculato;Menos de 16 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Peculato;16 a 24 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Peculato;25 e mais anos;3
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Abuso de autoridade;Até 24 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Abuso de autoridade;Menos de 16 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Abuso de autoridade;16 a 24 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Abuso de autoridade;25 e mais anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Outros cometidos exerc. funções públicas;Até 24 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Outros cometidos exerc. funções públicas;Menos de 16 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Outros cometidos exerc. funções públicas;16 a 24 anos;..
1993;(CP) Contra o Estado;Comet. exercício funções públicas;Outros cometidos exerc. funções públicas;25 e mais anos;..
1993;(CP) Contra o Estado;Outros contra o Estado;Outros contra o Estado;Até 24 anos;..
1993;(CP) Contra o Estado;Outros contra o Estado;Outros contra o Estado;Menos de 16 anos;6
1993;(CP) Contra o Estado;Outros contra o Estado;Outros contra o Estado;16 a 24 anos;58
1993;(CP) Contra o Estado;Outros contra o Estado;Outros contra o Estado;25 e mais anos;169
1993;(CP) Contra animais companhia;Contra animais de companhia;Maus tratos animais companhia;Até 24 anos;..
1993;(CP) Contra animais companhia;Contra animais de companhia;Maus tratos animais companhia;Menos de 16 anos;..
1993;(CP) Contra animais companhia;Contra animais de companhia;Maus tratos animais companhia;16 a 24 anos;..
1993;(CP) Contra animais companhia;Contra animais de companhia;Maus tratos animais companhia;25 e mais anos;..
1993;(CP) Contra animais companhia;Contra animais de companhia;Abandono animais companhia;Até 24 anos;..
1993;(CP) Contra animais companhia;Contra animais de companhia;Abandono animais companhia;Menos de 16 anos;..
1993;(CP) Contra animais companhia;Contra animais de companhia;Abandono animais companhia;16 a 24 anos;..
1993;(CP) Contra animais companhia;Contra animais de companhia;Abandono animais companhia;25 e mais anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Infidelidade (militar);Até 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Infidelidade (militar);Menos de 16 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Infidelidade (militar);16 a 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Infidelidade (militar);25 e mais anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Deserção (militar);Até 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Deserção (militar);Menos de 16 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Deserção (militar);16 a 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Deserção (militar);25 e mais anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Insubordinação (militar);Até 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Insubordinação (militar);Menos de 16 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Insubordinação (militar);16 a 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Insubordinação (militar);25 e mais anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Abuso de autoridade (militar);Até 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Abuso de autoridade (militar);Menos de 16 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Abuso de autoridade (militar);16 a 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Abuso de autoridade (militar);25 e mais anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Outros estritamente militares;Até 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Outros estritamente militares;Menos de 16 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Outros estritamente militares;16 a 24 anos;..
1993;Legislação Avulsa;Crimes estritamente militares;Outros estritamente militares;25 e mais anos;..
1993;Legislação Avulsa;Estupefacientes;Tráfico estupefacientes;Até 24 anos;..
1993;Legislação Avulsa;Estupefacientes;Tráfico estupefacientes;Menos de 16 anos;15
1993;Legislação Avulsa;Estupefacientes;Tráfico estupefacientes;16 a 24 anos;1182
1993;Legislação Avulsa;Estupefacientes;Tráfico estupefacientes;25 e mais anos;2493
1993;Legislação Avulsa;Estupefacientes;Cultivo p/ consumo;Até 24 anos;..
1993;Legislação Avulsa;Estupefacientes;Cultivo p/ consumo;Menos de 16 anos;22
1993;Legislação Avulsa;Estupefacientes;Cultivo p/ consumo;16 a 24 anos;881
1993;Legislação Avulsa;Estupefacientes;Cultivo p/ consumo;25 e mais anos;1298
1993;Legislação Avulsa;Estupefacientes;Outros resp. estupefacientes;Até 24 anos;..
1993;Legislação Avulsa;Estupefacientes;Outros resp. estupefacientes;Menos de 16 anos;..
1993;Legislação Avulsa;Estupefacientes;Outros resp. estupefacientes;16 a 24 anos;..
1993;Legislação Avulsa;Estupefacientes;Outros resp. estupefacientes;25 e mais anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo nacional;Até 24 anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo nacional;Menos de 16 anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo nacional;16 a 24 anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo nacional;25 e mais anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo internacional;Até 24 anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo internacional;Menos de 16 anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo internacional;16 a 24 anos;..
1993;Legislação Avulsa;Terrorismo/organizações terroristas;Org. terroristas/terrorismo internacional;25 e mais anos;..
1993;Legislação Avulsa;Imigração ilegal;Assoc. auxílio imi. Ilegal;Até 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Assoc. auxílio imi. Ilegal;Menos de 16 anos;..
1993;Legislação Avulsa;Imigração ilegal;Assoc. auxílio imi. Ilegal;16 a 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Assoc. auxílio imi. Ilegal;25 e mais anos;..
1993;Legislação Avulsa;Imigração ilegal;Angariação mão obra ilegal;Até 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Angariação mão obra ilegal;Menos de 16 anos;..
1993;Legislação Avulsa;Imigração ilegal;Angariação mão obra ilegal;16 a 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Angariação mão obra ilegal;25 e mais anos;..
1993;Legislação Avulsa;Imigração ilegal;Casamento de conveniência;Até 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Casamento de conveniência;Menos de 16 anos;..
1993;Legislação Avulsa;Imigração ilegal;Casamento de conveniência;16 a 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Casamento de conveniência;25 e mais anos;..
1993;Legislação Avulsa;Imigração ilegal;Violação medida de interdição entrada;Até 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Violação medida de interdição entrada;Menos de 16 anos;..
1993;Legislação Avulsa;Imigração ilegal;Violação medida de interdição entrada;16 a 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Violação medida de interdição entrada;25 e mais anos;..
1993;Legislação Avulsa;Imigração ilegal;Auxílio à imigração ilegal;Até 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Auxílio à imigração ilegal;Menos de 16 anos;..
1993;Legislação Avulsa;Imigração ilegal;Auxílio à imigração ilegal;16 a 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Auxílio à imigração ilegal;25 e mais anos;..
1993;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;Até 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;Menos de 16 anos;..
1993;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;16 a 24 anos;..
1993;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;25 e mais anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;Até 24 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;Menos de 16 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;16 a 24 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;25 e mais anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;Até 24 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;Menos de 16 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;16 a 24 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;25 e mais anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;Até 24 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;Menos de 16 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;16 a 24 anos;..
1993;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;25 e mais anos;..
1993;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);Até 24 anos;..
1993;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);Menos de 16 anos;..
1993;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);16 a 24 anos;..
1993;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);25 e mais anos;..
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;Até 24 anos;..
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;Menos de 16 anos;..
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;16 a 24 anos;..
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;25 e mais anos;18
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;Até 24 anos;..
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;Menos de 16 anos;..
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;16 a 24 anos;..
1993;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;25 e mais anos;4
1993;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;Até 24 anos;..
1993;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;Menos de 16 anos;21
1993;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;16 a 24 anos;466
1993;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;25 e mais anos;6518
1993;Legislação Avulsa;Tributários comuns;Burla tributária;Até 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Burla tributária;Menos de 16 anos;..
1993;Legislação Avulsa;Tributários comuns;Burla tributária;16 a 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Burla tributária;25 e mais anos;..
1993;Legislação Avulsa;Tributários comuns;Frustração de créditos;Até 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Frustração de créditos;Menos de 16 anos;..
1993;Legislação Avulsa;Tributários comuns;Frustração de créditos;16 a 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Frustração de créditos;25 e mais anos;..
1993;Legislação Avulsa;Tributários comuns;Violação de segredo;Até 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Violação de segredo;Menos de 16 anos;..
1993;Legislação Avulsa;Tributários comuns;Violação de segredo;16 a 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Violação de segredo;25 e mais anos;..
1993;Legislação Avulsa;Tributários comuns;Outros tributários comuns;Até 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Outros tributários comuns;Menos de 16 anos;..
1993;Legislação Avulsa;Tributários comuns;Outros tributários comuns;16 a 24 anos;..
1993;Legislação Avulsa;Tributários comuns;Outros tributários comuns;25 e mais anos;..
1993;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;Até 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;Menos de 16 anos;..
1993;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;16 a 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;25 e mais anos;..
1993;Legislação Avulsa;Aduaneiros;Contrabando;Até 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Contrabando;Menos de 16 anos;..
1993;Legislação Avulsa;Aduaneiros;Contrabando;16 a 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Contrabando;25 e mais anos;..
1993;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;Até 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;Menos de 16 anos;..
1993;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;16 a 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;25 e mais anos;..
1993;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;Até 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;Menos de 16 anos;..
1993;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;16 a 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;25 e mais anos;..
1993;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;Até 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;Menos de 16 anos;..
1993;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;16 a 24 anos;..
1993;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;25 e mais anos;25
1993;Legislação Avulsa;Fiscais;Fraude fiscal;Até 24 anos;..
1993;Legislação Avulsa;Fiscais;Fraude fiscal;Menos de 16 anos;..
1993;Legislação Avulsa;Fiscais;Fraude fiscal;16 a 24 anos;..
1993;Legislação Avulsa;Fiscais;Fraude fiscal;25 e mais anos;..
1993;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;Até 24 anos;..
1993;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;Menos de 16 anos;..
1993;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;16 a 24 anos;..
1993;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;25 e mais anos;..
1993;Legislação Avulsa;Fiscais;Outros crimes fiscais ou n.e.;Até 24 anos;..
1993;Legislação Avulsa;Fiscais;Outros crimes fiscais ou n.e.;Menos de 16 anos;..
1993;Legislação Avulsa;Fiscais;Outros crimes fiscais ou n.e.;16 a 24 anos;..
